"Agricultural methane emissions (% of total)","Agricultural nitrous oxide emissions (% of total)","Agriculture, forestry, and fishing, value added (current US$)","Changes in inventories (current US$)","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","CO2 emissions from gaseous fuel consumption (% of total)","CO2 emissions from gaseous fuel consumption (kt)","CO2 emissions from liquid fuel consumption (% of total)","CO2 emissions from liquid fuel consumption (kt)","CO2 emissions from manufacturing industries and construction (% of total fuel combustion)","CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)","CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)","CO2 emissions from solid fuel consumption (% of total)","CO2 emissions from solid fuel consumption (kt)","CO2 emissions from transport (% of total fuel combustion)","CO2 intensity (kg per kg of oil equivalent energy use)","Energy related methane emissions (% of total)","Exports of goods and services (current US$)","External balance on goods and services (current US$)","Final consumption expenditure (current US$)","GDP (current US$)","GDP per capita (current US$)","General government final consumption expenditure (current US$)","GNI (current US$)","Gross capital formation (current US$)","Gross domestic savings (current US$)","Gross fixed capital formation (current US$)","Gross national expenditure (current US$)","Gross savings (current US$)","Gross value added at basic prices (GVA) (current US$)","Households and NPISHs Final consumption expenditure (current US$)","Imports of goods and services (current US$)","Industry (including construction), value added (current US$)","Manufacturing, value added (current US$)","Net primary income (Net income from abroad) (current US$)","Net secondary income (Net current transfers from abroad) (current US$)","Nitrous oxide emissions in energy sector (% of total)","Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)","Services, value added (current US$)","Taxes less subsidies on products (current US$)","Year","Country"
"true","true","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Denmark"
"true","true",,,,"false","false","true","false",,,,"false","false",,,"false",,,,"false","false",,,,,,,,,,,,,,,"false","false",,,"true","Djibouti"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false",,,,"false","false",,"false",,,,,,"false",,,"false","false","false","true","false","false","false","false","true","Dominica"
"true","true","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Dominican Republic"
"true","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Ecuador"
"false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Egypt, Arab Rep."
"true","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false",,"true","El Salvador"
"false","false",,,,"false","false","true","false",,,,"false","false",,,"true",,,,"false","false",,"false",,,,,,,,,,,"false","true","true","false",,,"true","Equatorial Guinea"
"true","true",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Eritrea"
"true","false",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Estonia"
"true","true","false","false",,"false","false","false","false",,,,"true","false",,,"false","false","true","false","false","false","false",,"false","false","false","false",,"false","false","false","false","false",,,"false","false","false","false","true","Eswatini"
"true","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false",,,,"false","false",,"false","false",,,,,"false",,,"false","false","false","true","false","false","false","false","true","Ethiopia"
"false","true",,,,"false","false","true","false",,,,"false","false",,,"false",,,,,,,"false",,,,,,,,,,,,,"false",,,,"true","Faroe Islands"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Fiji"
"false","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Finland"
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","true","true","France"
"false","false",,,,"false","false","true","false",,,,"false","false",,,"false",,,,"false","false",,"false",,,,,,,,,,,"false",,"false","false",,,"true","French Polynesia"
"false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","true","true","false","true","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","true","false","false","false",,"true","Gabon"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false",,"false","false","false",,"true","Gambia, The"
"true","false",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Georgia"
"false","false",,"false","false",,,,,"false","false","true",,,"false",,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false",,,"true","true","false","false",,"true","true","Germany"
"false","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Ghana"
"false","false",,,"false","false","false","true","false","false","false","false","false","false","true","false","false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Gibraltar"
"true","true",,"false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false",,"false","false","false","false",,"false","false","false",,,,,"false","false",,"false","true","Greece"
"false","false",,,,"false","false","true","false",,,,"false","false",,,"false",,,,"false","false",,"false",,,,,,,,,,,"false","true","false",,,,"true","Greenland"
"false","true","false",,,"false","false","true","false",,,,"false","false",,,"false",,,,"false","false",,"false",,,,,,"false",,,"false","false","false","true","false","false","false","false","true","Grenada"
"false","true",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Guam"
"true","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false",,"true","Guatemala"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","true","false","false","false","false","true","Guinea"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Guinea-Bissau"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","false",,"false","false","false","false","true","Guyana"
"true","true",,,"false","false","false","true","false","false","false","false","false","false","false","false","false",,,,"false","false",,"false",,,,,,,,,,,"false","true","false","false",,,"true","Haiti"
